epoch,score_before_B_update,score_after_B_update,score_after_Omega_update,B_contribution,Omega_contribution,total_change,B_improves,Omega_improves,B_worsens,Omega_worsens,B_matrix_changes,Omega_matrix_changes
38,4.397244818920726,4.396782362706039,4.396782151444534,-0.00046245621468621323,-2.1126150517858377e-07,-0.0004626674761913918,True,True,False,False,0.002443368700618821,0.00026872150256402125
39,4.396782151444534,4.396661578091296,4.396661564106086,-0.00012057335323856222,-1.3985209434963508e-08,-0.00012058733844799718,True,True,False,False,0.005460918013637438,7.038965275475347e-05
40,4.396661564106086,4.396654748301341,4.396654748270809,-6.815804745485821e-06,-3.0532021355611505e-11,-6.815835277507176e-06,True,True,False,False,0.0014946819955002036,9.630148086558847e-06
41,4.396654748270809,4.457217592800761,4.4538211397660294,0.06056284452995264,-0.0033964530347319055,0.057166391495220736,False,True,True,False,0.13175266223383797,0.03529881120495332
42,4.4538211397660294,4.399797535659154,4.3966503412674784,-0.05402360410687557,-0.003147194391675434,-0.057170798498551,True,True,False,False,0.1319900294400795,0.03529895011060858
43,4.3966503412674784,4.444752547690603,4.442577028175008,0.048102206423124905,-0.002175519515595248,0.04592668690752966,False,True,True,False,0.13278840255778462,0.02803615677462573
44,4.442577028175008,4.4006671905518395,4.398806133173295,-0.04190983762316858,-0.0018610573785444728,-0.04377089500171305,True,True,False,False,0.10467862432283466,0.02677507324467817
45,4.398806133173295,4.397107256355785,4.397104368289577,-0.001698876817510353,-2.8880662075181363e-06,-0.0017017648837178712,True,True,False,False,0.022174541766071133,0.0009936643119260906
46,4.397104368289577,4.3966658800442335,4.396665688210116,-0.00043848824534364894,-1.9183411748002754e-07,-0.00043868007946112897,True,True,False,False,0.00507008626095802,0.00025545857897489626
47,4.396665688210116,4.3966482782585965,4.396648277992778,-1.74099515195536e-05,-2.65818478339952e-10,-1.741021733803194e-05,True,True,False,False,0.001095476390519506,1.1774689908685195e-05
48,4.396648277992778,4.39664430356629,4.396644303554117,-3.974426488362326e-06,-1.2172485241990216e-11,-3.974438660847568e-06,True,True,False,False,0.0010147178891737932,3.7779982020564553e-06
49,4.396644303554117,5.7572317253125584,5.053663320645234,1.3605874217584413,-0.7035684046673243,0.657019017091117,False,True,True,False,0.7062437766717358,0.7929855939568561
50,5.053663320645234,4.765633601916843,4.624583469147172,-0.28802971872839134,-0.1410501327696707,-0.42907985149806205,True,True,False,False,0.5473228042847121,0.6246760519466946
51,4.624583469147172,4.450653412530439,4.410835582165005,-0.173930056616733,-0.0398178303654344,-0.2137478869821674,True,True,False,False,0.1299864448978128,0.15991868898217457
52,4.410835582165005,4.426985260440571,4.426729920261628,0.016149678275565904,-0.00025534017894290884,0.015894338096622995,False,True,True,False,0.12008247348952901,0.009683683806477494
53,4.426729920261628,4.40160884788113,4.400955848972277,-0.025121072380497544,-0.0006529989088530641,-0.02577407128935061,True,True,False,False,0.06859171063016654,0.015548875318691018
54,4.400955848972277,5.745556646028087,5.053660514737957,1.3446007970558096,-0.6918961312901297,0.6527046657656799,False,True,True,False,0.7252403547659769,0.7904599320899627
55,5.053660514737957,4.789503540511485,4.677940285574254,-0.2641569742264718,-0.11156325493723163,-0.3757202291637034,True,True,False,False,0.7153157266749882,0.5729016058212028
56,4.677940285574254,4.46283923595616,4.396703739696296,-0.2151010496180934,-0.06613549625986437,-0.28123654587795777,True,True,False,False,0.05149733847603512,0.22004666461835815
57,4.396703739696296,4.432973977822195,4.431718765382007,0.03627023812589947,-0.0012552124401885578,0.03501502568571091,False,True,True,False,0.11775931304360028,0.0211421848836957
58,4.431718765382007,4.986324508277916,4.804875645910969,0.5546057428959097,-0.18144886236694724,0.37315688052896245,False,True,True,False,0.5967055766290448,0.3467311649998655
59,4.804875645910969,4.538418744691527,4.424255163950502,-0.266456901219442,-0.1141635807410255,-0.3806204819604675,True,True,False,False,0.3791751050667912,0.351362263356442
60,4.424255163950502,4.4030848642176945,4.402623624815334,-0.021170299732807152,-0.000461239402360647,-0.0216315391351678,True,True,False,False,0.08021771745644661,0.013039136334144828
61,4.402623624815334,4.396940578952162,4.396908038429948,-0.005683045863172254,-3.254052221368653e-05,-0.00571558638538594,True,True,False,False,0.017950258745728583,0.0033519408211861697
62,4.396908038429948,4.8308695246143465,4.709321465109801,0.43396148618439856,-0.12154805950454506,0.3124134266798535,False,True,True,False,0.3945686489778422,0.25306052735959533
63,4.709321465109801,4.633661745088066,4.627285282787206,-0.07565972002173549,-0.006376462300860197,-0.08203618232259569,True,True,False,False,0.07338878058137208,0.08241303571534936
64,4.627285282787206,4.481173529234264,4.454471878061639,-0.14611175355294215,-0.026701651172624352,-0.1728134047255665,True,True,False,False,0.25600811011564334,0.13507071251130576
65,4.454471878061639,4.41143931860227,4.4094739186355545,-0.04303255945936968,-0.0019653999667150757,-0.044997959426084755,True,True,False,False,0.018188272878439823,0.028155803777435547
66,4.4094739186355545,4.415653159474628,4.415615286997195,0.006179240839073508,-3.787247743325395e-05,0.006141368361640254,False,True,True,False,0.015171867730427571,0.003695132450251485
67,4.415615286997195,4.904074071599778,4.756384625300747,0.4884587846025834,-0.14768944629903125,0.34076933830355216,False,True,True,False,0.3553406219133049,0.2956995598668591
68,4.756384625300747,4.512738920878494,4.422360879145859,-0.24364570442225286,-0.09037804173263542,-0.3340237461548883,True,True,False,False,0.5379935931513495,0.2915881386336399
69,4.422360879145859,4.398414471467646,4.397822052109945,-0.023946407678212545,-0.0005924193577007131,-0.024538827035913258,True,True,False,False,0.07753945524341778,0.014693355217708636
70,4.397822052109945,4.437396092089729,4.435908004430709,0.039574039979783926,-0.0014880876590206427,0.03808595232076328,False,True,True,False,0.09166253766248353,0.02311953210435562
71,4.435908004430709,4.992254412517008,4.809889644380004,0.5563464080862994,-0.18236476813700442,0.373981639949295,False,True,True,False,0.5979061012349784,0.35074728381976367
72,4.809889644380004,4.588318442961434,4.517166875050796,-0.22157120141856979,-0.07115156791063804,-0.2927227693292078,True,True,False,False,0.38162364506797336,0.29511985806328517
73,4.517166875050796,4.588065181008612,4.58346836389486,0.0708983059578161,-0.004596817113752039,0.06630148884406406,False,True,True,False,0.17297138036062326,0.052585503656587554
74,4.58346836389486,4.4574943482473,4.438326982571811,-0.12597401564755994,-0.01916736567548938,-0.14514138132304932,True,True,False,False,0.21588074910682956,0.1066839664233171
75,4.438326982571811,4.524376708160247,4.517725241346575,0.08604972558843649,-0.006651466813671902,0.07939825877476459,False,True,True,False,0.16565749176960465,0.05451303021377374
76,4.517725241346575,5.478132246601884,5.053656369521171,0.9604070052553091,-0.4244758770807131,0.535931128174596,False,True,True,False,0.930717602728022,0.7131325615985072
77,5.053656369521171,4.765568346727891,4.624437899161389,-0.2880880227932803,-0.14113044756650162,-0.4292184703597819,True,True,False,False,0.5552747493385303,0.6248042111937656
78,4.624437899161389,4.480275068594184,4.45437048173328,-0.1441628305672049,-0.025904586860904466,-0.17006741742810938,True,True,False,False,0.0394455842473556,0.13251275103456273
79,4.45437048173328,4.411408314303314,4.409449524196253,-0.04296216742996606,-0.0019587901070607927,-0.04492095753702685,True,True,False,False,0.1177667019857604,0.028104210684883533
80,4.409449524196253,4.39948127742824,4.399380571531426,-0.00996824676801289,-0.00010070589681454578,-0.010068952664827435,True,True,False,False,0.00836986003436388,0.005960533250863924
81,4.399380571531426,4.3967659109541035,4.396759050735747,-0.00261466057732207,-6.860218356941061e-06,-0.002621520795679011,True,True,False,False,0.025040139920530502,0.0015322603944884518
82,4.396759050735747,4.411577778715122,4.411362427501051,0.014818727979375446,-0.00021535121407101343,0.014603376765304432,False,True,True,False,0.070804642813408,0.008638878022193553
83,4.411362427501051,4.399166552335063,4.399015350186982,-0.012195875165987857,-0.00015120214808117538,-0.012347077314069033,True,True,False,False,0.05074084437687307,0.007320506781710275
84,4.399015350186982,4.409098143114864,4.408997826412662,0.010082792927882167,-0.00010031670220200795,0.009982476225680159,False,True,True,False,0.054004698439138084,0.005904549913298059
85,4.408997826412662,4.397335956825366,4.397197806074551,-0.011661869587296536,-0.00013815075081424766,-0.011800020338110784,True,True,False,False,0.053393193297954444,0.006966950524193864
86,4.397197806074551,6.136557538351756,5.146866370865195,1.7393597322772045,-0.9896911674865612,0.7496685647906434,False,True,True,False,0.7190768728185695,1.0148828312317446
87,5.146866370865195,4.822737300584127,4.62443755276286,-0.3241290702810673,-0.19829974782126758,-0.5224288181023349,True,True,False,False,0.5576193380365527,0.8470290465178003
88,4.62443755276286,4.459562989878343,4.424385966152904,-0.16487456288451696,-0.035177023725438517,-0.20005158660995548,True,True,False,False,0.06437840003479893,0.15155073964079266
89,4.424385966152904,4.402733348324169,4.4022505225677175,-0.021652617828735288,-0.0004828257564515326,-0.02213544358518682,True,True,False,False,0.0777628766274923,0.013339879573734701
90,4.4022505225677175,4.396917592510069,4.39688894864414,-0.005332930057648788,-2.864386592893453e-05,-0.005361573923577723,True,True,False,False,0.017374453938411978,0.003143259065837109
91,4.39688894864414,4.396646465168556,4.396646406360196,-0.00024248347558408767,-5.8808359959527934e-08,-0.0002425422839440472,True,True,False,False,0.0036873333855804245,0.00014138643909618922
92,4.396646406360196,4.43132669420547,4.430176844331488,0.03468028784527455,-0.001149849873982589,0.03353043797129196,False,True,True,False,0.11185738226761875,0.020212985112597986
93,4.430176844331488,4.399194528291027,4.398193032345835,-0.03098231604046031,-0.0010014959451920546,-0.031983811985652366,True,True,False,False,0.08889040385750312,0.01931014798539959
94,4.398193032345835,4.396967306413908,4.396965801585436,-0.0012257259319277125,-1.5048284716101534e-06,-0.0012272307603993227,True,True,False,False,0.018805478366149434,0.0007166041412628336
95,4.396965801585436,4.446897850398878,4.444559113016821,0.049932048813442265,-0.0023387373820575874,0.04759331143138468,False,True,True,False,0.13067693814872533,0.029120885390417448
96,4.444559113016821,4.400915590145111,4.398892190491532,-0.043643522871709806,-0.0020233996535790055,-0.04566692252528881,True,True,False,False,0.10702962766060312,0.02799521961122673
97,4.398892190491532,4.397117666242322,4.3971145098751085,-0.0017745242492095414,-3.156367213819067e-06,-0.0017776806164233605,True,True,False,False,0.022642759641501125,0.0010389091898892367
98,4.3971145098751085,4.396736808358723,4.396736665636105,-0.00037770151638572,-1.4272261772418915e-07,-0.0003778442390034442,True,True,False,False,0.0016136272438525441,0.0002203389758464303
99,4.396736665636105,4.927620581031171,4.758518555363317,0.5308839153950657,-0.16910202566785415,0.3617818897272116,False,True,True,False,0.39562644302329153,0.3094750816792769
100,4.758518555363317,4.500981750845227,4.396639477773146,-0.25753680451808947,-0.10434227307208133,-0.3618790775901708,True,True,False,False,0.3908244100798175,0.3095317237037878
