repeat_id,seed,score,true_score,score_minus_true,is_in_markov_equic_class,is_in_markov_equiv_class,cpdag_shd,runtime_sec,n_epochs_run
112,122,7.415831797468819,7.417503352879372,-0.0016715554105530828,True,True,0.0,0.48023969994392246,59
113,123,7.488577615236516,7.490997942987846,-0.0024203277513299426,True,True,0.0,0.4814726000186056,59
114,124,7.454817429655197,7.456993428500892,-0.002175998845695304,True,True,0.0,0.578269200050272,59
115,125,7.505485002489348,7.507963691747662,-0.002478689258314404,True,True,0.0,0.5465074999956414,59
116,126,7.5231140839478465,7.52460139129507,-0.0014873073472232434,True,True,0.0,0.49018470000009984,59
117,127,7.410186948503614,7.412519638036857,-0.0023326895332429487,True,True,0.0,0.48179510002955794,59
118,128,7.467141181866163,7.468612312921195,-0.00147113105503216,True,True,0.0,0.6045293000061065,59
119,129,7.478426488982417,7.480095927688453,-0.001669438706035642,True,True,0.0,0.5229384999256581,59
120,130,7.459813262647984,7.461377453066969,-0.0015641904189855893,False,False,1.0,0.4795557999750599,59
121,131,7.427845755989401,7.428419477802855,-0.0005737218134536093,False,False,1.0,0.48909739998634905,59
122,132,7.479717618887095,7.48112571862996,-0.001408099742864266,True,True,0.0,0.5082387999864295,59
123,133,7.453144694437982,7.455363595268832,-0.002218900830849968,True,True,0.0,0.4936859000008553,59
124,134,7.507615264981468,7.506569505879073,0.0010457591023955715,True,True,0.0,0.5282780999550596,59
125,135,7.401399843718659,7.403542827525612,-0.0021429838069533247,True,True,0.0,0.47707729996182024,59
126,136,7.377881527665684,7.382599176484025,-0.004717648818340692,False,False,1.0,0.4839757999870926,59
127,137,7.468728137266021,7.470841836746434,-0.002113699480412734,True,True,0.0,0.456665400066413,59
128,138,7.477686571598081,7.47806090338832,-0.0003743317902387133,False,False,1.0,0.48342479998245835,59
129,139,7.4731279325926785,7.474158362358521,-0.0010304297658425554,False,False,1.0,0.49670320004224777,59
130,140,7.43953987334049,7.441541180262309,-0.0020013069218194346,True,True,0.0,0.5345671999966726,59
131,141,7.445382497380331,7.446173062080113,-0.0007905646997823368,True,True,0.0,0.5092139999615029,59
132,142,7.4173466847890985,7.419520137447192,-0.002173452658093211,True,True,0.0,0.4751592999091372,59
133,143,7.428828711308737,7.431691250455859,-0.0028625391471228667,True,True,0.0,0.5091390999732539,59
134,144,7.3925025501737585,7.396610460063091,-0.004107909889332184,True,True,0.0,0.49676339991856366,59
135,145,7.450981862531805,7.4459910512311325,0.004990811300672249,False,False,2.0,0.512778399977833,59
136,146,7.53403863362664,7.536001953104822,-0.0019633194781825125,True,True,0.0,0.5509889000095427,59
137,147,7.490598292644988,7.492425393810182,-0.0018271011651940228,True,True,0.0,0.6886271999683231,59
138,148,7.393786406086074,7.397160704544175,-0.0033742984581017765,True,True,0.0,0.4915179999079555,59
139,149,7.474613424145307,7.469433932819959,0.005179491325348451,False,False,2.0,0.5334032999817282,59
140,150,7.474738742822698,7.4776662505289035,-0.0029275077062056454,True,True,0.0,0.5066431999439374,59
141,151,7.480789696316204,7.4799641602484375,0.0008255360677669188,True,True,0.0,0.5910688999574631,72
142,152,7.552619213688938,7.555752384378605,-0.0031331706896677858,True,True,0.0,0.47773140005301684,59
143,153,7.503944915336115,7.504507361788475,-0.0005624464523599215,True,True,0.0,0.5163002000190318,59
144,154,7.459743233168657,7.463488189553814,-0.003744956385157039,True,True,0.0,0.5159870000788942,59
145,155,7.539941207111426,7.537269651632229,0.002671555479196286,False,False,2.0,0.49117000005207956,59
146,156,7.447209211402551,7.443231725785173,0.003977485617378207,False,False,2.0,0.520682799979113,59
147,157,7.435234577839113,7.429707566982852,0.005527010856260617,False,False,2.0,0.4919082000851631,59
148,158,7.438806186000843,7.440682208973572,-0.0018760229727288191,True,True,0.0,0.4988370999926701,59
149,159,7.486045604119573,7.487094717701828,-0.0010491135822547903,True,True,0.0,0.5263197999447584,59
150,160,7.505438820814909,7.50719143449378,-0.001752613678871029,False,False,1.0,0.5074295999947935,59
151,161,7.552620475075764,7.556618028971526,-0.003997553895762174,True,True,0.0,0.499194199917838,59
152,162,7.476811440898781,7.478126069889203,-0.0013146289904222286,False,False,1.0,0.4813900999724865,59
153,163,7.469438012765105,7.469779579046797,-0.0003415662816923515,True,True,0.0,0.4918124999385327,59
154,164,7.486488859733923,7.486665235927152,-0.00017637619322918852,True,True,0.0,0.5104985000798479,59
155,165,7.495778097490909,7.497549285619931,-0.0017711881290214393,True,True,0.0,0.49907599994912744,59
156,166,7.502443467869972,7.502453705151327,-1.0237281355074401e-05,True,True,0.0,0.632811599993147,59
157,167,7.492173421184891,7.4942822212227505,-0.002108800037859737,True,True,0.0,0.4774342000018805,59
158,168,7.512922776546132,7.507526807325863,0.005395969220268526,False,False,2.0,0.49888249998912215,59
159,169,7.55223827958413,7.556672800904996,-0.004434521320866303,True,True,0.0,0.49132529995404184,59
160,170,7.574854991812458,7.577253716364865,-0.0023987245524068612,True,True,0.0,0.4857985000126064,59
161,171,7.565170026060419,7.565413385198147,-0.00024335913772777218,True,True,0.0,0.4983148999745026,59
162,172,7.5395222688799155,7.542858434790867,-0.0033361659109516495,False,False,1.0,0.5298273999942467,59
163,173,7.496833792052505,7.497502440429885,-0.0006686483773803431,True,True,0.0,0.47307579999323934,59
164,174,7.431618439184707,7.43165043683384,-3.1997649132975425e-05,True,True,0.0,0.4684605000074953,59
165,175,7.53888510308566,7.542661720405086,-0.0037766173194260233,True,True,0.0,0.4988315999507904,59
166,176,7.4427595338562025,7.445515840085042,-0.002756306228839378,True,True,0.0,0.4795368000632152,59
167,177,7.570196239704671,7.570191381887698,4.857816973569129e-06,True,True,0.0,0.5350138999056071,59
168,178,7.578960116103978,7.583312410179955,-0.004352294075976815,True,True,0.0,0.5261421999894083,59
169,179,7.481924310389575,7.484106470094044,-0.002182159704469555,True,True,0.0,0.4972060000291094,59
170,180,7.558197560642871,7.559585538814021,-0.0013879781711505501,True,True,0.0,0.48589030001312494,59
171,181,7.558480903631745,7.561398659040737,-0.0029177554089923063,True,True,0.0,0.48033459996804595,59
172,182,7.400201059989826,7.402544804156829,-0.0023437441670033365,True,True,0.0,0.544473999994807,59
173,183,7.52077141132508,7.523516456749096,-0.0027450454240165456,False,False,1.0,0.5125582000473514,59
174,184,7.506087775230041,7.506242340771035,-0.0001545655409938007,False,False,2.0,0.4788346999557689,59
175,185,7.45185777958363,7.455757076657445,-0.003899297073814978,True,True,0.0,0.5279005999909714,59
176,186,7.499072763865298,7.502831780309661,-0.0037590164443628282,True,True,0.0,0.4880514999385923,59
177,187,7.527757473799135,7.530222345606376,-0.0024648718072404208,True,True,0.0,0.4784486999269575,59
178,188,7.469082816960056,7.46766286085159,0.001419956108466458,True,True,0.0,0.4798132999567315,59
179,189,7.439766167052972,7.438978737646625,0.0007874294063467957,True,True,0.0,0.4778395000612363,59
