is_in_markov_equic_class,n,score_mean,score_std,score_median,true_score_mean,score_minus_true_mean,cpdag_shd_mean
False,42,7.476017781155909,0.04778004475524379,7.477249006248432,7.475398611256334,0.0006191698995759839,1.4761904761904763
True,158,7.480899975303197,0.04798561756477069,7.48143802118951,7.482956289976437,-0.002056314673239613,0.0
