mec_match,exact_match,cpdag_shd,n_edges_true,n_edges_est,trial,seed,algorithm,objective,runtime_sec,epochs_used
0,0,5.0,4,7,1,89250953,cd_A,5.044075195050833,1.1356927000160795,123
0,0,4.0,4,6,1,89250953,cd_B,0.0320731394422924,0.6960409999883268,109
0,0,4.0,4,6,1,89250953,cd_BOmega,2.5160365869839367,0.7559665000007953,109
0,0,1.0,2,3,3,654571518,cd_A,5.010971481195203,0.9302061999915168,109
0,0,1.0,2,1,3,654571518,cd_B,0.0501550762783839,0.7638349999906495,109
0,0,1.0,2,1,3,654571518,cd_BOmega,2.525077538090117,0.8038295999867842,109
0,0,2.0,2,2,5,433015235,cd_A,5.3424770001278965,0.9478052000049502,109
0,0,2.0,2,2,5,433015235,cd_B,0.34247698982378716,0.7511593999806792,109
0,0,2.0,2,2,5,433015235,cd_BOmega,2.6712384949095345,0.8616633000201546,109
0,0,3.0,4,3,8,94177347,cd_A,9.60586016660201,0.8927512000082061,109
0,0,2.0,4,2,8,94177347,cd_B,4.490052462938286,0.6641731999989133,109
0,0,2.0,4,2,8,94177347,cd_BOmega,4.7450262314283975,0.7565871000115294,109
