trial_id,seed,algorithm,d,n_samples,degree,noise_type,lambda_l0,threshold,T,runtime_sec,score,score_true_A,score_gap_true,mec_match,shd,n_edges_true,n_edges_est,history_len,monotone_increases
1,410660621,cd_A_noepoch,10,50000,2.0,gaussian_nv,0.1,0.05,15000,4.760210499865934,17.20235863411836,17.09706573037414,0.10529290374422118,0,14,18,23,15000,5
1,410660621,greedy_pair,10,50000,2.0,gaussian_nv,0.1,0.05,15000,15.480481199920177,18.03105723644878,17.09706573037414,0.9339915060746407,0,27,18,19,10837,0
2,626202566,cd_A_noepoch,10,50000,2.0,gaussian_nv,0.1,0.05,15000,3.9235686000902206,18.03573303053693,20.08068563483593,-2.0449526042989987,0,8,8,11,15000,1
2,626202566,greedy_pair,10,50000,2.0,gaussian_nv,0.1,0.05,15000,27.91760869999416,18.176470919963954,20.08068563483593,-1.9042147148719764,0,16,8,14,15000,0
3,354313019,cd_A_noepoch,10,50000,2.0,gaussian_nv,0.1,0.05,15000,4.0428094998933375,18.22930280544717,19.616213953020328,-1.3869111475731586,1,0,10,10,15000,8
3,354313019,greedy_pair,10,50000,2.0,gaussian_nv,0.1,0.05,15000,30.264740400016308,19.13932003560498,19.616213953020328,-0.4768939174153459,0,14,10,10,15000,0
