noise_ratio,d,n_samples,degree,trial_id,seed,algorithm,status,mec_match,shd,cpdag_shd,directed_precision,directed_recall,directed_f1,skeleton_precision,skeleton_recall,n_edges_true,n_edges_est,noise_scale_min,noise_scale_max,runtime_sec,message
16.0,5,200,1.0,1,89250953,notears,ok,0,1.0,2.0,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,1.0,5,6,1.0,4.0,1.8531508999876678,
