mode,trials,shd_mean,shd_std,shd_median,score_mean,score_std,n_steps_mean,n_steps_std,runtime_mean,runtime_std,mec_rate
early_stop,30,31.4,9.279565982716338,29.5,54.42953721913255,1.2730614799797741,27342.0,5423.335212540915,11.643182243344684,2.5162681101471973,0.0
fixed,30,31.166666666666668,9.519791845497943,29.5,54.371977370458694,1.3075700186099712,100000.0,0.0,41.752703003313705,4.229210663071281,0.0
