d,n_samples,trial_id,seed,algorithm,mec_match,shd,cpdag_shd,n_edges_true,n_edges_est,runtime_sec,actual_steps,mask_keep_ratio,mask_total_offdiag,mask_tau,mask_n_screens,mask_allowed_count,mask_zero_count,mask_zero_ratio,mask_corr_zero_count,mask_corr_allowed_count,mask_corr_zero_ratio,mask_corr_keep_ratio,mask_pcorr_zero_count,mask_pcorr_allowed_count,mask_pcorr_zero_ratio,mask_pcorr_keep_ratio,mask_glasso_zero_count,mask_glasso_allowed_count,mask_glasso_zero_ratio,mask_glasso_keep_ratio,mask_overlap_corr_pcorr_count,mask_overlap_corr_pcorr_union_count,mask_overlap_corr_pcorr_jaccard,mask_overlap_corr_pcorr_overlap_ratio,mask_overlap_all_count,mask_overlap_all_union_count,mask_overlap_all_jaccard
30,20000,5,433015235,wf_corr+pcorr_tau0.1,0,16.0,24.0,24,23,24.909699099953286,60915,0.167816091954023,870,0.1,2,146,724,0.832183908045977,760.0,110.0,0.8735632183908046,0.12643678160919541,792.0,78.0,0.9103448275862069,0.0896551724137931,,,,,724.0,828.0,0.8743961352657005,0.9526315789473684,724.0,828.0,0.8743961352657005
30,20000,5,433015235,wf_corr+pcorr_tau0.2,0,10.0,29.0,24,23,14.060489799943753,34410,0.13793103448275862,870,0.2,2,120,750,0.8620689655172413,792.0,78.0,0.9103448275862069,0.0896551724137931,796.0,74.0,0.9149425287356322,0.08505747126436781,,,,,750.0,838.0,0.8949880668257757,0.946969696969697,750.0,838.0,0.8949880668257757
30,20000,6,858597919,baseline,0,14.0,14.0,21,21,8.482902600080706,18600,1.0,870,0.0,1,870,0,0.0,,,,,,,,,,,,,,,,,,,
30,20000,6,858597919,wf_corr_tau0.02,0,5.0,9.0,21,19,6.936023200047202,16275,0.1103448275862069,870,0.02,1,96,774,0.8896551724137931,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,,,,,,,,,,,
30,20000,6,858597919,wf_corr_tau0.05,0,8.0,15.0,21,19,6.313155599986203,15345,0.10804597701149425,870,0.05,1,94,776,0.8919540229885058,776.0,94.0,0.8919540229885058,0.10804597701149425,,,,,,,,,,,,,,,
30,20000,6,858597919,wf_corr_tau0.1,0,8.0,15.0,21,19,6.212993900058791,15345,0.10804597701149425,870,0.1,1,94,776,0.8919540229885058,776.0,94.0,0.8919540229885058,0.10804597701149425,,,,,,,,,,,,,,,
30,20000,6,858597919,wf_corr_tau0.2,0,6.0,12.0,21,19,7.888539899955504,19065,0.09655172413793103,870,0.2,1,84,786,0.903448275862069,786.0,84.0,0.903448275862069,0.09655172413793103,,,,,,,,,,,,,,,
30,20000,6,858597919,wf_pcorr_tau0.02,0,2.0,5.0,21,19,6.83070370007772,15345,0.07816091954022988,870,0.02,1,68,802,0.9218390804597701,,,,,802.0,68.0,0.9218390804597701,0.07816091954022988,,,,,,,,,,,
30,20000,6,858597919,wf_pcorr_tau0.05,0,2.0,5.0,21,19,8.447000000043772,18600,0.07126436781609195,870,0.05,1,62,808,0.9287356321839081,,,,,808.0,62.0,0.9287356321839081,0.07126436781609195,,,,,,,,,,,
30,20000,6,858597919,wf_pcorr_tau0.1,0,2.0,5.0,21,19,8.479602199979126,18600,0.07126436781609195,870,0.1,1,62,808,0.9287356321839081,,,,,808.0,62.0,0.9287356321839081,0.07126436781609195,,,,,,,,,,,
30,20000,6,858597919,wf_pcorr_tau0.2,0,3.0,6.0,21,18,6.236897099995986,13485,0.059770114942528735,870,0.2,1,52,818,0.9402298850574713,,,,,818.0,52.0,0.9402298850574713,0.059770114942528735,,,,,,,,,,,
30,20000,6,858597919,wf_glasso_tau0.02,0,10.0,13.0,21,21,7.074212100007571,15345,0.08275862068965517,870,0.02,1,72,798,0.9172413793103448,,,,,,,,,798.0,72.0,0.9172413793103448,0.08275862068965517,,,,,,,
30,20000,6,858597919,wf_glasso_tau0.05,0,2.0,5.0,21,19,8.294178899959661,18600,0.07126436781609195,870,0.05,1,62,808,0.9287356321839081,,,,,,,,,808.0,62.0,0.9287356321839081,0.07126436781609195,,,,,,,
30,20000,6,858597919,wf_glasso_tau0.1,0,2.0,5.0,21,19,7.747591000050306,17205,0.06896551724137931,870,0.1,1,60,810,0.9310344827586207,,,,,,,,,810.0,60.0,0.9310344827586207,0.06896551724137931,,,,,,,
30,20000,6,858597919,wf_glasso_tau0.2,0,3.0,6.0,21,18,5.990830099908635,13020,0.059770114942528735,870,0.2,1,52,818,0.9402298850574713,,,,,,,,,818.0,52.0,0.9402298850574713,0.059770114942528735,,,,,,,
30,20000,6,858597919,wf_corr+pcorr_tau0.02,0,6.0,13.0,21,19,6.856442599906586,16740,0.14022988505747128,870,0.02,2,122,748,0.8597701149425288,774.0,96.0,0.8896551724137931,0.1103448275862069,802.0,68.0,0.9218390804597701,0.07816091954022988,,,,,748.0,828.0,0.9033816425120773,0.9664082687338501,748.0,828.0,0.9033816425120773
30,20000,6,858597919,wf_corr+pcorr_tau0.05,0,17.0,27.0,21,20,7.155825699912384,17670,0.1310344827586207,870,0.05,2,114,756,0.8689655172413793,776.0,94.0,0.8919540229885058,0.10804597701149425,808.0,62.0,0.9287356321839081,0.07126436781609195,,,,,756.0,828.0,0.9130434782608695,0.9742268041237113,756.0,828.0,0.9130434782608695
30,20000,6,858597919,wf_corr+pcorr_tau0.1,0,17.0,27.0,21,20,7.368540100054815,17670,0.1310344827586207,870,0.1,2,114,756,0.8689655172413793,776.0,94.0,0.8919540229885058,0.10804597701149425,808.0,62.0,0.9287356321839081,0.07126436781609195,,,,,756.0,828.0,0.9130434782608695,0.9742268041237113,756.0,828.0,0.9130434782608695
30,20000,6,858597919,wf_corr+pcorr_tau0.2,0,10.0,15.0,21,20,7.238935000030324,16275,0.11264367816091954,870,0.2,2,98,772,0.8873563218390804,786.0,84.0,0.903448275862069,0.09655172413793103,818.0,52.0,0.9402298850574713,0.059770114942528735,,,,,772.0,832.0,0.9278846153846154,0.9821882951653944,772.0,832.0,0.9278846153846154
30,20000,7,201469535,baseline,0,32.0,49.0,38,44,22.757790999952704,47895,1.0,870,0.0,1,870,0,0.0,,,,,,,,,,,,,,,,,,,
30,20000,7,201469535,wf_corr_tau0.02,0,15.0,22.0,38,39,9.18602720007766,21855,0.31494252873563217,870,0.02,1,274,596,0.6850574712643678,596.0,274.0,0.6850574712643678,0.31494252873563217,,,,,,,,,,,,,,,
30,20000,7,201469535,wf_corr_tau0.05,0,15.0,22.0,38,39,8.940180800040253,21855,0.31494252873563217,870,0.05,1,274,596,0.6850574712643678,596.0,274.0,0.6850574712643678,0.31494252873563217,,,,,,,,,,,,,,,
30,20000,7,201469535,wf_corr_tau0.1,0,11.0,17.0,38,36,13.080951699987054,30225,0.30114942528735633,870,0.1,1,262,608,0.6988505747126437,608.0,262.0,0.6988505747126437,0.30114942528735633,,,,,,,,,,,,,,,
30,20000,7,201469535,wf_corr_tau0.2,0,6.0,11.0,38,35,12.588565099984407,28365,0.2689655172413793,870,0.2,1,234,636,0.7310344827586207,636.0,234.0,0.7310344827586207,0.2689655172413793,,,,,,,,,,,,,,,
30,20000,7,201469535,wf_pcorr_tau0.02,0,4.0,9.0,38,37,16.564960000105202,35805,0.13793103448275862,870,0.02,1,120,750,0.8620689655172413,,,,,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,,,,,,,
30,20000,7,201469535,wf_pcorr_tau0.05,0,4.0,9.0,38,37,16.7628926000325,35805,0.13793103448275862,870,0.05,1,120,750,0.8620689655172413,,,,,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,,,,,,,
30,20000,7,201469535,wf_pcorr_tau0.1,0,4.0,9.0,38,37,16.188777999952435,35805,0.13793103448275862,870,0.1,1,120,750,0.8620689655172413,,,,,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,,,,,,,
30,20000,7,201469535,wf_pcorr_tau0.2,0,6.0,12.0,38,34,15.687086099991575,33015,0.11724137931034483,870,0.2,1,102,768,0.8827586206896552,,,,,768.0,102.0,0.8827586206896552,0.11724137931034483,,,,,,,,,,,
30,20000,7,201469535,wf_glasso_tau0.02,0,15.0,19.0,38,39,17.606464400072582,34410,0.17701149425287357,870,0.02,1,154,716,0.8229885057471265,,,,,,,,,716.0,154.0,0.8229885057471265,0.17701149425287357,,,,,,,
30,20000,7,201469535,wf_glasso_tau0.05,0,13.0,17.0,38,39,16.686878700042143,33480,0.16091954022988506,870,0.05,1,140,730,0.8390804597701149,,,,,,,,,730.0,140.0,0.8390804597701149,0.16091954022988506,,,,,,,
30,20000,7,201469535,wf_glasso_tau0.1,0,15.0,28.0,38,37,16.976309700054117,33480,0.135632183908046,870,0.1,1,118,752,0.864367816091954,,,,,,,,,752.0,118.0,0.864367816091954,0.135632183908046,,,,,,,
30,20000,7,201469535,wf_glasso_tau0.2,0,14.0,20.0,38,32,17.11866649996955,33015,0.10574712643678161,870,0.2,1,92,778,0.8942528735632184,,,,,,,,,778.0,92.0,0.8942528735632184,0.10574712643678161,,,,,,,
30,20000,7,201469535,wf_corr+pcorr_tau0.02,0,17.0,30.0,38,41,9.88698980002664,23250,0.36091954022988504,870,0.02,2,314,556,0.639080459770115,596.0,274.0,0.6850574712643678,0.31494252873563217,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,556.0,790.0,0.7037974683544304,0.9328859060402684,556.0,790.0,0.7037974683544304
30,20000,7,201469535,wf_corr+pcorr_tau0.05,0,17.0,30.0,38,41,9.72107819991652,23250,0.36091954022988504,870,0.05,2,314,556,0.639080459770115,596.0,274.0,0.6850574712643678,0.31494252873563217,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,556.0,790.0,0.7037974683544304,0.9328859060402684,556.0,790.0,0.7037974683544304
30,20000,7,201469535,wf_corr+pcorr_tau0.1,0,22.0,44.0,38,47,13.079016000032425,29760,0.3471264367816092,870,0.1,2,302,568,0.6528735632183909,608.0,262.0,0.6988505747126437,0.30114942528735633,750.0,120.0,0.8620689655172413,0.13793103448275862,,,,,568.0,790.0,0.7189873417721518,0.9342105263157895,568.0,790.0,0.7189873417721518
30,20000,7,201469535,wf_corr+pcorr_tau0.2,0,29.0,52.0,38,43,10.450246399967,23715,0.3057471264367816,870,0.2,2,266,604,0.6942528735632184,636.0,234.0,0.7310344827586207,0.2689655172413793,768.0,102.0,0.8827586206896552,0.11724137931034483,,,,,604.0,800.0,0.755,0.949685534591195,604.0,800.0,0.755
30,20000,8,94177347,baseline,0,12.0,23.0,30,25,12.75916610006243,28365,1.0,870,0.0,1,870,0,0.0,,,,,,,,,,,,,,,,,,,
30,20000,8,94177347,wf_corr_tau0.02,0,18.0,28.0,30,32,7.901491199969314,19530,0.22758620689655173,870,0.02,1,198,672,0.7724137931034483,672.0,198.0,0.7724137931034483,0.22758620689655173,,,,,,,,,,,,,,,
30,20000,8,94177347,wf_corr_tau0.05,0,5.0,4.0,30,30,7.728588499943726,19065,0.21839080459770116,870,0.05,1,190,680,0.7816091954022989,680.0,190.0,0.7816091954022989,0.21839080459770116,,,,,,,,,,,,,,,
30,20000,8,94177347,wf_corr_tau0.1,0,15.0,32.0,30,31,7.346946700010449,17670,0.19540229885057472,870,0.1,1,170,700,0.8045977011494253,700.0,170.0,0.8045977011494253,0.19540229885057472,,,,,,,,,,,,,,,
30,20000,8,94177347,wf_corr_tau0.2,0,11.0,23.0,30,29,9.514089200063609,22320,0.167816091954023,870,0.2,1,146,724,0.832183908045977,724.0,146.0,0.832183908045977,0.167816091954023,,,,,,,,,,,,,,,
30,20000,8,94177347,wf_pcorr_tau0.02,1,0.0,0.0,30,30,13.178900700062513,28830,0.12413793103448276,870,0.02,1,108,762,0.8758620689655172,,,,,762.0,108.0,0.8758620689655172,0.12413793103448276,,,,,,,,,,,
30,20000,8,94177347,wf_pcorr_tau0.05,1,0.0,0.0,30,30,12.53784949996043,28830,0.12183908045977011,870,0.05,1,106,764,0.8781609195402299,,,,,764.0,106.0,0.8781609195402299,0.12183908045977011,,,,,,,,,,,
30,20000,8,94177347,wf_pcorr_tau0.1,0,4.0,5.0,30,28,10.410759799997322,23250,0.11494252873563218,870,0.1,1,100,770,0.8850574712643678,,,,,770.0,100.0,0.8850574712643678,0.11494252873563218,,,,,,,,,,,
30,20000,8,94177347,wf_pcorr_tau0.2,0,17.0,38.0,30,23,10.051008900045417,22785,0.09195402298850575,870,0.2,1,80,790,0.9080459770114943,,,,,790.0,80.0,0.9080459770114943,0.09195402298850575,,,,,,,,,,,
30,20000,8,94177347,wf_glasso_tau0.02,1,0.0,0.0,30,30,12.786494400002994,25110,0.1310344827586207,870,0.02,1,114,756,0.8689655172413793,,,,,,,,,756.0,114.0,0.8689655172413793,0.1310344827586207,,,,,,,
30,20000,8,94177347,wf_glasso_tau0.05,1,3.0,0.0,30,30,13.098606799961999,24180,0.12183908045977011,870,0.05,1,106,764,0.8781609195402299,,,,,,,,,764.0,106.0,0.8781609195402299,0.12183908045977011,,,,,,,
30,20000,8,94177347,wf_glasso_tau0.1,0,5.0,4.0,30,29,13.008099399972707,25575,0.1103448275862069,870,0.1,1,96,774,0.8896551724137931,,,,,,,,,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,,,
30,20000,8,94177347,wf_glasso_tau0.2,0,6.0,12.0,30,26,12.65526749996934,24645,0.08505747126436781,870,0.2,1,74,796,0.9149425287356322,,,,,,,,,796.0,74.0,0.9149425287356322,0.08505747126436781,,,,,,,
30,20000,8,94177347,wf_corr+pcorr_tau0.02,0,12.0,20.0,30,30,9.292597800027579,22785,0.27586206896551724,870,0.02,2,240,630,0.7241379310344828,672.0,198.0,0.7724137931034483,0.22758620689655173,762.0,108.0,0.8758620689655172,0.12413793103448276,,,,,630.0,804.0,0.7835820895522388,0.9375,630.0,804.0,0.7835820895522388
30,20000,8,94177347,wf_corr+pcorr_tau0.05,0,25.0,75.0,30,36,7.155131900100969,16740,0.26666666666666666,870,0.05,2,232,638,0.7333333333333333,680.0,190.0,0.7816091954022989,0.21839080459770116,764.0,106.0,0.8781609195402299,0.12183908045977011,,,,,638.0,806.0,0.7915632754342432,0.9382352941176471,638.0,806.0,0.7915632754342432
30,20000,8,94177347,wf_corr+pcorr_tau0.1,0,18.0,31.0,30,35,9.900862200069241,22785,0.24367816091954023,870,0.1,2,212,658,0.7563218390804598,700.0,170.0,0.8045977011494253,0.19540229885057472,770.0,100.0,0.8850574712643678,0.11494252873563218,,,,,658.0,812.0,0.8103448275862069,0.94,658.0,812.0,0.8103448275862069
30,20000,8,94177347,wf_corr+pcorr_tau0.2,0,16.0,43.0,30,30,8.757757699931972,21390,0.2,870,0.2,2,174,696,0.8,724.0,146.0,0.832183908045977,0.167816091954023,790.0,80.0,0.9080459770114943,0.09195402298850575,,,,,696.0,818.0,0.8508557457212714,0.9613259668508287,696.0,818.0,0.8508557457212714
30,20000,9,526478978,baseline,0,15.0,20.0,29,28,9.713195500080474,20925,1.0,870,0.0,1,870,0,0.0,,,,,,,,,,,,,,,,,,,
30,20000,9,526478978,wf_corr_tau0.02,0,20.0,31.0,29,31,8.266332900035195,20460,0.15172413793103448,870,0.02,1,132,738,0.8482758620689655,738.0,132.0,0.8482758620689655,0.15172413793103448,,,,,,,,,,,,,,,
30,20000,9,526478978,wf_corr_tau0.05,0,16.0,21.0,29,29,6.8008631999837235,16740,0.14942528735632185,870,0.05,1,130,740,0.8505747126436781,740.0,130.0,0.8505747126436781,0.14942528735632185,,,,,,,,,,,,,,,
30,20000,9,526478978,wf_corr_tau0.1,0,12.0,16.0,29,27,8.210840500076301,19995,0.14482758620689656,870,0.1,1,126,744,0.8551724137931035,744.0,126.0,0.8551724137931035,0.14482758620689656,,,,,,,,,,,,,,,
30,20000,9,526478978,wf_corr_tau0.2,0,10.0,22.0,29,29,8.068726900033653,19065,0.12873563218390804,870,0.2,1,112,758,0.871264367816092,758.0,112.0,0.871264367816092,0.12873563218390804,,,,,,,,,,,,,,,
30,20000,9,526478978,wf_pcorr_tau0.02,0,6.0,5.0,29,31,6.713887299993075,15345,0.10344827586206896,870,0.02,1,90,780,0.896551724137931,,,,,780.0,90.0,0.896551724137931,0.10344827586206896,,,,,,,,,,,
30,20000,9,526478978,wf_pcorr_tau0.05,0,10.0,10.0,29,29,8.804250900051557,18600,0.10114942528735632,870,0.05,1,88,782,0.8988505747126436,,,,,782.0,88.0,0.8988505747126436,0.10114942528735632,,,,,,,,,,,
30,20000,9,526478978,wf_pcorr_tau0.1,0,3.0,3.0,29,28,10.513242400018498,23250,0.09655172413793103,870,0.1,1,84,786,0.903448275862069,,,,,786.0,84.0,0.903448275862069,0.09655172413793103,,,,,,,,,,,
30,20000,9,526478978,wf_pcorr_tau0.2,0,10.0,12.0,29,28,9.08180819998961,19530,0.0896551724137931,870,0.2,1,78,792,0.9103448275862069,,,,,792.0,78.0,0.9103448275862069,0.0896551724137931,,,,,,,,,,,
30,20000,9,526478978,wf_glasso_tau0.02,0,19.0,36.0,29,32,9.720927999936976,22320,0.12643678160919541,870,0.02,1,110,760,0.8735632183908046,,,,,,,,,760.0,110.0,0.8735632183908046,0.12643678160919541,,,,,,,
30,20000,9,526478978,wf_glasso_tau0.05,0,9.0,9.0,29,29,7.984377700020559,17670,0.09885057471264368,870,0.05,1,86,784,0.9011494252873563,,,,,,,,,784.0,86.0,0.9011494252873563,0.09885057471264368,,,,,,,
30,20000,9,526478978,wf_glasso_tau0.1,0,8.0,9.0,29,29,7.702509900089353,17205,0.09425287356321839,870,0.1,1,82,788,0.9057471264367816,,,,,,,,,788.0,82.0,0.9057471264367816,0.09425287356321839,,,,,,,
30,20000,9,526478978,wf_glasso_tau0.2,0,3.0,4.0,29,27,9.247029099962674,19995,0.08735632183908046,870,0.2,1,76,794,0.9126436781609195,,,,,,,,,794.0,76.0,0.9126436781609195,0.08735632183908046,,,,,,,
30,20000,9,526478978,wf_corr+pcorr_tau0.02,0,29.0,47.0,29,37,8.290251600090414,19530,0.18620689655172415,870,0.02,2,162,708,0.8137931034482758,738.0,132.0,0.8482758620689655,0.15172413793103448,780.0,90.0,0.896551724137931,0.10344827586206896,,,,,708.0,810.0,0.8740740740740741,0.959349593495935,708.0,810.0,0.8740740740740741
30,20000,9,526478978,wf_corr+pcorr_tau0.05,0,16.0,22.0,29,30,10.086210299981758,23715,0.18160919540229886,870,0.05,2,158,712,0.8183908045977012,740.0,130.0,0.8505747126436781,0.14942528735632185,782.0,88.0,0.8988505747126436,0.10114942528735632,,,,,712.0,810.0,0.8790123456790123,0.9621621621621622,712.0,810.0,0.8790123456790123
30,20000,9,526478978,wf_corr+pcorr_tau0.1,0,25.0,43.0,29,35,8.89669659989886,21390,0.17471264367816092,870,0.1,2,152,718,0.825287356321839,744.0,126.0,0.8551724137931035,0.14482758620689656,786.0,84.0,0.903448275862069,0.09655172413793103,,,,,718.0,812.0,0.8842364532019704,0.9650537634408602,718.0,812.0,0.8842364532019704
30,20000,9,526478978,wf_corr+pcorr_tau0.2,0,15.0,28.0,29,31,8.73115890007466,20925,0.15862068965517243,870,0.2,2,138,732,0.8413793103448276,758.0,112.0,0.871264367816092,0.12873563218390804,792.0,78.0,0.9103448275862069,0.0896551724137931,,,,,732.0,818.0,0.8948655256723717,0.9656992084432717,732.0,818.0,0.8948655256723717
30,20000,10,975622351,baseline,0,30.0,51.0,33,42,10.432731799897738,23715,1.0,870,0.0,1,870,0,0.0,,,,,,,,,,,,,,,,,,,
30,20000,10,975622351,wf_corr_tau0.02,0,25.0,39.0,33,41,9.471138500026427,23715,0.37701149425287356,870,0.02,1,328,542,0.6229885057471264,542.0,328.0,0.6229885057471264,0.37701149425287356,,,,,,,,,,,,,,,
30,20000,10,975622351,wf_corr_tau0.05,0,28.0,50.0,33,39,14.583339900011197,33945,0.3724137931034483,870,0.05,1,324,546,0.6275862068965518,546.0,324.0,0.6275862068965518,0.3724137931034483,,,,,,,,,,,,,,,
30,20000,10,975622351,wf_corr_tau0.1,0,19.0,34.0,33,36,13.995988799957559,33480,0.3563218390804598,870,0.1,1,310,560,0.6436781609195402,560.0,310.0,0.6436781609195402,0.3563218390804598,,,,,,,,,,,,,,,
30,20000,10,975622351,wf_corr_tau0.2,0,25.0,42.0,33,38,18.080226100049913,43245,0.3080459770114943,870,0.2,1,268,602,0.6919540229885057,602.0,268.0,0.6919540229885057,0.3080459770114943,,,,,,,,,,,,,,,
30,20000,10,975622351,wf_pcorr_tau0.02,0,8.0,5.0,33,33,16.31853979988955,36735,0.11494252873563218,870,0.02,1,100,770,0.8850574712643678,,,,,770.0,100.0,0.8850574712643678,0.11494252873563218,,,,,,,,,,,
30,20000,10,975622351,wf_pcorr_tau0.05,0,4.0,3.0,33,34,16.39941220008768,37665,0.1103448275862069,870,0.05,1,96,774,0.8896551724137931,,,,,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,,,,,,,
30,20000,10,975622351,wf_pcorr_tau0.1,0,4.0,3.0,33,34,16.650516099995002,37665,0.1103448275862069,870,0.1,1,96,774,0.8896551724137931,,,,,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,,,,,,,
30,20000,10,975622351,wf_pcorr_tau0.2,0,11.0,13.0,33,31,19.633842000039294,44640,0.09425287356321839,870,0.2,1,82,788,0.9057471264367816,,,,,788.0,82.0,0.9057471264367816,0.09425287356321839,,,,,,,,,,,
30,20000,10,975622351,wf_glasso_tau0.02,0,10.0,15.0,33,37,15.82434120005928,36270,0.1724137931034483,870,0.02,1,150,720,0.8275862068965517,,,,,,,,,720.0,150.0,0.8275862068965517,0.1724137931034483,,,,,,,
30,20000,10,975622351,wf_glasso_tau0.05,0,6.0,10.0,33,34,13.641902399947867,32085,0.12873563218390804,870,0.05,1,112,758,0.871264367816092,,,,,,,,,758.0,112.0,0.871264367816092,0.12873563218390804,,,,,,,
30,20000,10,975622351,wf_glasso_tau0.1,0,9.0,20.0,33,35,14.069410800002515,32085,0.10804597701149425,870,0.1,1,94,776,0.8919540229885058,,,,,,,,,776.0,94.0,0.8919540229885058,0.10804597701149425,,,,,,,
30,20000,10,975622351,wf_glasso_tau0.2,0,10.0,16.0,33,26,9.474099899991415,21855,0.0735632183908046,870,0.2,1,64,806,0.9264367816091954,,,,,,,,,806.0,64.0,0.9264367816091954,0.0735632183908046,,,,,,,
30,20000,10,975622351,wf_corr+pcorr_tau0.02,0,33.0,54.0,33,42,11.477793799946085,34875,0.4,870,0.02,2,348,522,0.6,542.0,328.0,0.6229885057471264,0.37701149425287356,770.0,100.0,0.8850574712643678,0.11494252873563218,,,,,522.0,790.0,0.660759493670886,0.9630996309963099,522.0,790.0,0.660759493670886
30,20000,10,975622351,wf_corr+pcorr_tau0.05,0,16.0,20.0,33,35,10.152228099992499,31155,0.3931034482758621,870,0.05,2,342,528,0.6068965517241379,546.0,324.0,0.6275862068965518,0.3724137931034483,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,528.0,792.0,0.6666666666666666,0.967032967032967,528.0,792.0,0.6666666666666666
30,20000,10,975622351,wf_corr+pcorr_tau0.1,0,34.0,80.0,33,46,9.738139800028875,30690,0.3793103448275862,870,0.1,2,330,540,0.6206896551724138,560.0,310.0,0.6436781609195402,0.3563218390804598,774.0,96.0,0.8896551724137931,0.1103448275862069,,,,,540.0,794.0,0.6801007556675063,0.9642857142857143,540.0,794.0,0.6801007556675063
30,20000,10,975622351,wf_corr+pcorr_tau0.2,0,26.0,32.0,33,40,13.07309819990769,35340,0.3264367816091954,870,0.2,2,284,586,0.6735632183908046,602.0,268.0,0.6919540229885057,0.3080459770114943,788.0,82.0,0.9057471264367816,0.09425287356321839,,,,,586.0,804.0,0.7288557213930348,0.973421926910299,586.0,804.0,0.7288557213930348
