graph_label,d,calm_degree,noise_ratio,n_samples,trial_id,data_seed,algorithm,status,n_edges_true,runtime_sec,message,cpdag_shd,sk_p,sk_r,n_edges_est
50-node ER1,50,1.0,16.0,20000,2,761139701,PC,ok,50,4.687164800008759,,18.0,0.9803921568627451,1.0,71
50-node ER1,50,1.0,16.0,20000,2,761139701,FGES,ok,50,4.839674799935892,,73.0,0.8064516129032258,1.0,81
50-node ER1,50,1.0,16.0,20000,2,761139701,cd_A,ok,50,413.16035900008865,,37.0,0.8043478260869565,0.74,46
50-node ER1,50,1.0,16.0,20000,2,761139701,cd_A_weakfaith,ok,50,386.50662350002676,,12.0,1.0,0.86,43
50-node ER1,50,1.0,16.0,20000,3,717477276,CALM,ok,50,1203.503763299901,,2.0,0.9803921568627451,1.0,51
50-node ER1,50,1.0,16.0,20000,3,717477276,GOLEM-NV-l1,ok,50,61.205557600129396,,92.0,0.42857142857142855,0.3,35
50-node ER1,50,1.0,16.0,20000,3,717477276,NOTEARS,ok,50,347.85229120007716,,57.0,0.7666666666666667,0.92,60
50-node ER1,50,1.0,16.0,20000,3,717477276,PC,ok,50,4.4253750999923795,,22.0,0.98,0.98,71
50-node ER1,50,1.0,16.0,20000,3,717477276,FGES,ok,50,4.823433700017631,,20.0,0.9615384615384616,1.0,72
50-node ER1,50,1.0,16.0,20000,3,717477276,cd_A,ok,50,374.3838760999497,,57.0,0.7567567567567568,0.56,37
50-node ER1,50,1.0,16.0,20000,3,717477276,cd_A_weakfaith,ok,50,362.5526310999412,,26.0,1.0,0.7,35
50-node ER1,50,1.0,16.0,20000,4,786064305,CALM,ok,50,779.9602491999976,,13.0,0.9230769230769231,0.96,52
50-node ER1,50,1.0,16.0,20000,4,786064305,GOLEM-NV-l1,ok,50,56.96065640007146,,93.0,0.4634146341463415,0.38,41
50-node ER1,50,1.0,16.0,20000,4,786064305,NOTEARS,ok,50,173.41173260007054,,10.0,0.9423076923076923,0.98,52
50-node ER1,50,1.0,16.0,20000,4,786064305,PC,ok,50,4.491340600186959,,11.0,1.0,1.0,66
50-node ER1,50,1.0,16.0,20000,4,786064305,FGES,ok,50,4.123098300071433,,18.0,0.9259259259259259,1.0,67
50-node ER1,50,1.0,16.0,20000,4,786064305,cd_A,ok,50,399.37938060006127,,39.0,0.875,0.7,40
50-node ER1,50,1.0,16.0,20000,4,786064305,cd_A_weakfaith,ok,50,369.50911709992215,,24.0,1.0,0.78,39
50-node ER1,50,1.0,16.0,20000,5,513226573,CALM,ok,50,1418.0597856000531,,40.0,0.8363636363636363,0.92,55
50-node ER1,50,1.0,16.0,20000,5,513226573,GOLEM-NV-l1,ok,50,62.10848279995844,,100.0,0.4262295081967213,0.52,61
50-node ER1,50,1.0,16.0,20000,5,513226573,NOTEARS,ok,50,490.38880300009623,,51.0,0.7543859649122807,0.86,57
50-node ER1,50,1.0,16.0,20000,5,513226573,PC,ok,50,4.223784999921918,,27.0,0.9791666666666666,0.94,68
50-node ER1,50,1.0,16.0,20000,5,513226573,FGES,ok,50,4.364785399986431,,14.0,0.9259259259259259,1.0,65
50-node ER1,50,1.0,16.0,20000,5,513226573,cd_A,ok,50,389.21323510003276,,102.0,0.5614035087719298,0.64,57
50-node ER1,50,1.0,16.0,20000,5,513226573,cd_A_weakfaith,ok,50,370.0794261000119,,34.0,0.875,0.84,48
