algorithm,spearman_rho_score,spearman_p_score,spearman_rho_gap,spearman_p_gap,pearson_r_score,pearson_p_score,pearson_r_gap,pearson_p_gap
cd_A,0.6064418853618094,2.280736831152962e-11,0.6064418853618094,2.280736831152962e-11,0.521794788459332,2.5902208545617275e-08,0.5217947884593319,2.5902208545617275e-08
