trial_id,data_seed,algorithm,history_len,graph_history_len,actual_steps,stopped_early,full_run_runtime_sec,final_objective,final_edges
1,218858081,CD_A,30240,30240,30240,1,10.126898600021377,21.814890388006447,19
1,218858081,Greedy_CD_A,3266,3266,3266,1,23.80155050009489,22.353832503320923,18
2,457189129,CD_A,20580,20580,20580,1,6.328514300053939,21.96154888257241,25
2,457189129,Greedy_CD_A,3990,3990,3990,1,27.735283699817955,23.826061795269847,28
3,312377554,CD_A,30660,30660,30660,1,10.29423370002769,22.228426214525456,25
3,312377554,Greedy_CD_A,3990,3990,3990,1,27.947863099863753,24.795063115249153,29
