trial_id,seed,algorithm,d,n_samples,degree,noise_type,lambda_l0,threshold,T,runtime_sec,score,score_true_A,score_gap_true,mec_match,shd,n_edges_true,n_edges_est,history_len,monotone_increases
single,41,cd_A_noepoch,30,5000,3.0,gaussian_nv,0.0,0.05,15000,12.37896899995394,60.916156472568375,56.784708174900956,4.1314482976674185,0,128,49,170,15000,0
single,41,greedy_pair,30,5000,3.0,gaussian_nv,0.0,0.05,15000,13.878391100093722,52.67507541413462,56.784708174900956,-4.109632760766338,0,124,49,122,15000,0
