graph_label,d,calm_degree,n_samples,trial_id,data_seed,algorithm,status,n_edges_true,runtime_sec,message,cpdag_shd,shd,sk_p,sk_r,n_edges_est
50-node ER1,30,1.0,10000,1,89250953,CALM,ok,30,281.2552706170827,,15.0,16.0,0.8387096774193549,0.8666666666666667,31
50-node ER1,30,1.0,10000,1,89250953,GOLEM-NV-l1,ok,30,55.97670088009909,,35.0,39.0,0.47058823529411764,0.26666666666666666,17
50-node ER1,30,1.0,10000,1,89250953,NOTEARS,ok,30,23.167987211141735,,10.0,5.0,0.9032258064516129,0.9333333333333333,31
50-node ER1,30,1.0,10000,1,89250953,PC,ok,30,1.530710575170815,,7.0,,0.9310344827586207,0.9,39
50-node ER1,30,1.0,10000,1,89250953,FGES,ok,30,1.1805887059308589,,7.0,,0.9375,1.0,39
50-node ER1,30,1.0,10000,1,89250953,cd_A,ok,30,241.81612080335617,,19.0,20.0,0.75,0.8,32
50-node ER1,30,1.0,10000,1,89250953,cd_A_weakfaith,ok,30,232.7357121189125,,13.0,9.0,0.8709677419354839,0.9,31
