graph_label,algorithm,trials,cpdag_shd_mean,cpdag_shd_std,shd_mean,shd_std,sk_p_mean,sk_p_std,sk_r_mean,sk_r_std,n_edges_est_mean,n_edges_true_mean,runtime_sec_mean
50-node ER1,CALM,1,15.0,,16.0,,0.8387096774193549,,0.8666666666666667,,31.0,30.0,281.2552706170827
50-node ER1,GOLEM-NV-l1,1,35.0,,39.0,,0.47058823529411764,,0.26666666666666666,,17.0,30.0,55.97670088009909
50-node ER1,NOTEARS,1,10.0,,5.0,,0.9032258064516129,,0.9333333333333333,,31.0,30.0,23.167987211141735
50-node ER1,PC,1,7.0,,,,0.9310344827586207,,0.9,,39.0,30.0,1.530710575170815
50-node ER1,FGES,1,7.0,,,,0.9375,,1.0,,39.0,30.0,1.1805887059308589
50-node ER1,cd_A,1,19.0,,20.0,,0.75,,0.8,,32.0,30.0,241.81612080335617
50-node ER1,cd_A_weakfaith,1,13.0,,9.0,,0.8709677419354839,,0.9,,31.0,30.0,232.7357121189125
