algorithm,trials,runtime_sec_mean,runtime_sec_std,score_mean,score_gap_true_mean,mec_match_mean,shd_mean,n_edges_est_mean,history_len_mean,monotone_increases_mean
cd_A_noepoch,3,4.234576366686572,0.2081132135798714,17.50069906036781,-1.7773365193950366,0.0,7.333333333333333,14.666666666666666,15000.0,4.666666666666667
greedy_pair,3,7.602562333301951,5.93657129365965,17.96852277611234,-1.309512803650506,0.0,19.333333333333332,15.0,4942.333333333333,0.0
