algorithm,trials,runtime_sec_mean,runtime_sec_std,score_mean,score_gap_true_mean,mec_match_mean,shd_mean,n_edges_est_mean,history_len_mean,monotone_increases_mean
cd_A_noepoch,3,12.46958153322339,0.40007895280653283,69.31812282416391,10.919697685581163,0.0,135.0,167.66666666666666,15000.0,0.0
greedy_pair,3,22.187397833370294,16.91540277890079,54.76746229152392,-3.630962847058825,0.0,113.66666666666667,112.0,15000.0,0.0
