mec_match,exact_match,cpdag_shd,n_edges_true,n_edges_est,trial,seed,algorithm,objective,runtime_sec,epochs_used
0,0,2.0,4,4,11,735752370,cd_A_l0_0.2,9.303935486019284,1.3126737999846227,149.0
0,0,2.0,4,4,11,735752370,cd_B_l0_0.2,4.303931601236068,0.9945753999927547,149.0
0,0,2.0,4,4,11,735752370,cd_BOmega_l0_0.2,4.651965800616798,1.140373800008092,149.0
0,0,4.0,4,9,11,735752370,golem_ev,,23.630359400005545,
0,0,7.0,4,7,11,735752370,golem_nv,,19.224008200020762,
1,0,0.0,4,4,11,735752370,sp,,0.0195096000097692,
1,0,0.0,4,6,11,735752370,ges,,0.09735850000288337,
0,0,1.0,2,3,12,761139701,cd_A_l0_0.0,9.731899684131282,1.485910999996122,177.0
0,0,1.0,2,3,12,761139701,cd_B_l0_0.0,4.726586431845498,1.948340900009498,272.0
0,0,4.0,2,5,12,761139701,cd_BOmega_l0_0.0,4.861858112285075,1.1891698999970686,156.0
0,0,1.0,2,3,12,761139701,cd_A_l0_0.1,9.732229244309131,2.007016099989414,177.0
0,0,2.0,2,2,12,761139701,cd_B_l0_0.1,5.231982955229027,1.2478566000063438,149.0
0,0,2.0,2,2,12,761139701,cd_BOmega_l0_0.1,5.115991477599815,1.2658567000180483,149.0
0,0,2.0,2,2,12,761139701,cd_A_l0_0.2,10.234325621317158,1.8037978000065777,149.0
0,0,2.0,2,2,12,761139701,cd_B_l0_0.2,5.231982955229027,1.3050580999988597,149.0
0,0,2.0,2,2,12,761139701,cd_BOmega_l0_0.2,5.115991477599815,1.3617411999730393,149.0
0,0,1.0,2,4,12,761139701,golem_ev,,24.48191920001409,
0,0,1.0,2,3,12,761139701,golem_nv,,19.567456199991284,
1,0,0.0,2,2,12,761139701,sp,,0.018830499990144745,
0,0,0.0,2,4,12,761139701,ges,,0.05137900001136586,
1,1,0.0,0,0,13,717477276,cd_A_l0_0.0,9.896088993650416,1.3133311999845318,149.0
1,1,0.0,0,0,13,717477276,cd_B_l0_0.0,4.896088993652402,0.9930914000142366,149.0
1,1,0.0,0,0,13,717477276,cd_BOmega_l0_0.0,4.948044496825209,1.1376545000239275,149.0
1,1,0.0,0,0,13,717477276,cd_A_l0_0.1,9.896906362273322,1.4257199999992736,149.0
1,1,0.0,0,0,13,717477276,cd_B_l0_0.1,4.896906362275306,1.118152299983194,149.0
1,1,0.0,0,0,13,717477276,cd_BOmega_l0_0.1,4.94845318113666,1.454711700003827,149.0
1,1,0.0,0,0,13,717477276,cd_A_l0_0.2,9.896906362273322,1.5707553999964148,149.0
1,1,0.0,0,0,13,717477276,cd_B_l0_0.2,4.896906362275306,1.249703600013163,149.0
1,1,0.0,0,0,13,717477276,cd_BOmega_l0_0.2,4.94845318113666,1.2470542000082787,149.0
1,1,0.0,0,0,13,717477276,golem_ev,,19.1338799999794,
1,1,0.0,0,0,13,717477276,golem_nv,,19.316911200003233,
1,1,0.0,0,0,13,717477276,sp,,0.02121800000895746,
1,1,0.0,0,0,13,717477276,ges,,0.01313139998819679,
0,0,3.0,4,5,14,786064305,cd_A_l0_0.0,10.95822709111992,4.534182800009148,500.0
0,0,7.0,4,6,14,786064305,cd_B_l0_0.0,4.2335985961064,0.9994057999865618,149.0
0,0,7.0,4,6,14,786064305,cd_BOmega_l0_0.0,4.6168271415283835,1.1983120999939274,149.0
0,0,3.0,4,3,14,786064305,cd_A_l0_0.1,10.860246283473904,4.67301120000775,500.0
0,0,3.0,4,3,14,786064305,cd_B_l0_0.1,4.278085649818015,1.1972481000120752,149.0
0,0,3.0,4,3,14,786064305,cd_BOmega_l0_0.1,4.639042824897308,1.3184093999734614,149.0
0,0,3.0,4,3,14,786064305,cd_A_l0_0.2,10.860246283473685,4.994778199994471,500.0
0,0,3.0,4,3,14,786064305,cd_B_l0_0.2,4.278085649818015,1.1511172000027727,149.0
0,0,3.0,4,3,14,786064305,cd_BOmega_l0_0.2,4.639042824897308,1.3175658999825828,149.0
1,1,0.0,4,4,14,786064305,golem_ev,,26.62894110000343,
