experiment_id,experiment,repeat_id,seed,algorithm,mec_match,exact_match,cpdag_shd,runtime_sec
1,"d=3, A→B←C",1,89250953,cd_A_l0_0.0,1,1,0.0,1.1390187999932095
1,"d=3, A→B←C",1,89250953,cd_B_l0_0.0,1,1,0.0,0.3549473999883048
1,"d=3, A→B←C",1,89250953,cd_BOmega_l0_0.0,1,1,0.0,0.3468173999572173
1,"d=3, A→B←C",1,89250953,cd_A_l0_0.1,1,1,0.0,0.5599762999918312
1,"d=3, A→B←C",1,89250953,cd_B_l0_0.1,1,1,0.0,0.4448355999775231
1,"d=3, A→B←C",1,89250953,cd_BOmega_l0_0.1,1,1,0.0,0.40295150002930313
1,"d=3, A→B←C",1,89250953,cd_A_l0_0.2,1,1,0.0,0.4511832999996841
1,"d=3, A→B←C",1,89250953,cd_B_l0_0.2,1,1,0.0,0.36107059998903424
1,"d=3, A→B←C",1,89250953,cd_BOmega_l0_0.2,1,1,0.0,0.38038710004184395
1,"d=3, A→B←C",1,89250953,sp,1,1,0.0,0.001813200011383742
1,"d=3, A→B←C",1,89250953,ges,1,1,0.0,0.012352499994449317
2,"d=3, A→B→C",1,773956048,cd_A_l0_0.0,1,1,0.0,0.41365240002050996
2,"d=3, A→B→C",1,773956048,cd_B_l0_0.0,0,0,1.0,0.3558513999450952
2,"d=3, A→B→C",1,773956048,cd_BOmega_l0_0.0,1,1,0.0,0.3973552000243217
2,"d=3, A→B→C",1,773956048,cd_A_l0_0.1,1,1,0.0,0.4061411999864504
2,"d=3, A→B→C",1,773956048,cd_B_l0_0.1,0,0,2.0,0.3159586999681778
2,"d=3, A→B→C",1,773956048,cd_BOmega_l0_0.1,1,1,0.0,0.3294482000055723
2,"d=3, A→B→C",1,773956048,cd_A_l0_0.2,1,1,0.0,0.4400877999723889
2,"d=3, A→B→C",1,773956048,cd_B_l0_0.2,0,0,2.0,0.3044055000063963
2,"d=3, A→B→C",1,773956048,cd_BOmega_l0_0.2,0,0,1.0,0.5338163000415079
2,"d=3, A→B→C",1,773956048,sp,1,0,0.0,0.0019311999785713851
2,"d=3, A→B→C",1,773956048,ges,0,0,0.0,0.01840599998831749
3,"d=3, A→B→C + A→C",1,654571518,cd_A_l0_0.0,1,1,0.0,0.42009869997855276
3,"d=3, A→B→C + A→C",1,654571518,cd_B_l0_0.0,1,1,0.0,0.36980529996799305
3,"d=3, A→B→C + A→C",1,654571518,cd_BOmega_l0_0.0,1,1,0.0,0.4208802000503056
3,"d=3, A→B→C + A→C",1,654571518,cd_A_l0_0.1,1,1,0.0,0.3712633000104688
3,"d=3, A→B→C + A→C",1,654571518,cd_B_l0_0.1,1,1,0.0,0.27764420001767576
3,"d=3, A→B→C + A→C",1,654571518,cd_BOmega_l0_0.1,1,1,0.0,0.418866700027138
3,"d=3, A→B→C + A→C",1,654571518,cd_A_l0_0.2,1,1,0.0,0.4439444000017829
3,"d=3, A→B→C + A→C",1,654571518,cd_B_l0_0.2,1,1,0.0,0.3041437000501901
3,"d=3, A→B→C + A→C",1,654571518,cd_BOmega_l0_0.2,1,1,0.0,0.37582560000009835
3,"d=3, A→B→C + A→C",1,654571518,sp,1,0,0.0,0.0011884999694302678
3,"d=3, A→B→C + A→C",1,654571518,ges,1,0,0.0,0.01658509997650981
4,"d=4, A→B, B→C, B→D",1,438878439,cd_A_l0_0.0,0,0,1.0,0.8550503000151366
4,"d=4, A→B, B→C, B→D",1,438878439,cd_B_l0_0.0,0,0,1.0,0.6808917000307702
4,"d=4, A→B, B→C, B→D",1,438878439,cd_BOmega_l0_0.0,0,0,1.0,0.6225822000415064
4,"d=4, A→B, B→C, B→D",1,438878439,cd_A_l0_0.1,0,0,1.0,0.6790180000243708
4,"d=4, A→B, B→C, B→D",1,438878439,cd_B_l0_0.1,0,0,1.0,0.5654755999566987
4,"d=4, A→B, B→C, B→D",1,438878439,cd_BOmega_l0_0.1,0,0,1.0,0.6598696000291966
4,"d=4, A→B, B→C, B→D",1,438878439,cd_A_l0_0.2,0,0,1.0,0.7258888999931514
4,"d=4, A→B, B→C, B→D",1,438878439,cd_B_l0_0.2,0,0,1.0,0.5938315999810584
4,"d=4, A→B, B→C, B→D",1,438878439,cd_BOmega_l0_0.2,0,0,1.0,0.7479061000049114
4,"d=4, A→B, B→C, B→D",1,438878439,sp,1,0,0.0,0.004177499969955534
4,"d=4, A→B, B→C, B→D",1,438878439,ges,0,0,0.0,0.04044329997850582
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_A_l0_0.0,1,1,0.0,0.7939817000296898
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_B_l0_0.0,1,1,0.0,0.5639682000037283
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_BOmega_l0_0.0,1,1,0.0,0.7222695000236854
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_A_l0_0.1,0,0,3.0,0.9457592999679036
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_B_l0_0.1,0,0,3.0,0.6649589000153355
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_BOmega_l0_0.1,0,0,3.0,0.7476268000318669
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_A_l0_0.2,0,0,3.0,0.8697059999685735
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_B_l0_0.2,0,0,6.0,0.6220022999914363
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,cd_BOmega_l0_0.2,0,0,3.0,0.7850316999829374
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,sp,1,1,0.0,0.004724300000816584
5,"d=4, A→C, A→D, B→C, B→D",1,433015235,ges,1,1,0.0,0.056153299985453486
6,"d=4, A→D, B→D, C→D",1,858597919,cd_A_l0_0.0,1,1,0.0,0.7648291999939829
6,"d=4, A→D, B→D, C→D",1,858597919,cd_B_l0_0.0,1,1,0.0,0.6242532999604009
6,"d=4, A→D, B→D, C→D",1,858597919,cd_BOmega_l0_0.0,1,1,0.0,0.6369889000197873
6,"d=4, A→D, B→D, C→D",1,858597919,cd_A_l0_0.1,1,1,0.0,0.940651600016281
6,"d=4, A→D, B→D, C→D",1,858597919,cd_B_l0_0.1,1,1,0.0,0.7627608000184409
6,"d=4, A→D, B→D, C→D",1,858597919,cd_BOmega_l0_0.1,1,1,0.0,0.8477826999733225
6,"d=4, A→D, B→D, C→D",1,858597919,cd_A_l0_0.2,1,1,0.0,0.9763376000337303
6,"d=4, A→D, B→D, C→D",1,858597919,cd_B_l0_0.2,1,1,0.0,0.7198379000183195
6,"d=4, A→D, B→D, C→D",1,858597919,cd_BOmega_l0_0.2,1,1,0.0,0.7550207999884151
6,"d=4, A→D, B→D, C→D",1,858597919,sp,1,1,0.0,0.007302599959075451
6,"d=4, A→D, B→D, C→D",1,858597919,ges,1,1,0.0,0.03360020002583042
