experiment_id,experiment,repeat_id,seed,algorithm,mec_match,exact_match,cpdag_shd,runtime_sec
7,"d=5, e=4, |v|=0",1,201469535,cd_A_l0_0.0,0,0,1.0,1.441654100024607
7,"d=5, e=4, |v|=0",1,201469535,cd_B_l0_0.0,0,0,1.0,1.0502811999758705
7,"d=5, e=4, |v|=0",1,201469535,cd_BOmega_l0_0.0,0,0,1.0,1.1532128999824636
7,"d=5, e=4, |v|=0",1,201469535,cd_A_l0_0.1,0,0,2.0,1.9011181999812834
7,"d=5, e=4, |v|=0",1,201469535,cd_B_l0_0.1,0,0,2.0,1.0731615999829955
7,"d=5, e=4, |v|=0",1,201469535,cd_BOmega_l0_0.1,0,0,2.0,1.09516770002665
7,"d=5, e=4, |v|=0",1,201469535,cd_A_l0_0.2,0,0,2.0,1.7862632000469603
7,"d=5, e=4, |v|=0",1,201469535,cd_B_l0_0.2,0,0,2.0,1.1842010000254959
7,"d=5, e=4, |v|=0",1,201469535,cd_BOmega_l0_0.2,1,1,0.0,1.7659182000206783
7,"d=5, e=4, |v|=0",1,201469535,sp,0,0,2.0,0.018129300035070628
7,"d=5, e=4, |v|=0",1,201469535,ges,0,0,0.0,0.10654410003917292
8,"d=5, e=4, |v|=1",1,94177347,cd_A_l0_0.0,1,1,0.0,1.2816794000100344
8,"d=5, e=4, |v|=1",1,94177347,cd_B_l0_0.0,1,0,0.0,0.9646973999915645
8,"d=5, e=4, |v|=1",1,94177347,cd_BOmega_l0_0.0,1,1,0.0,1.4208510000025854
8,"d=5, e=4, |v|=1",1,94177347,cd_A_l0_0.1,1,1,0.0,1.4280426999903284
8,"d=5, e=4, |v|=1",1,94177347,cd_B_l0_0.1,1,1,0.0,1.2046475000097416
8,"d=5, e=4, |v|=1",1,94177347,cd_BOmega_l0_0.1,1,1,0.0,1.303140500036534
8,"d=5, e=4, |v|=1",1,94177347,cd_A_l0_0.2,1,1,0.0,1.3895546999992803
8,"d=5, e=4, |v|=1",1,94177347,cd_B_l0_0.2,1,1,0.0,1.0801761000184342
8,"d=5, e=4, |v|=1",1,94177347,cd_BOmega_l0_0.2,0,0,1.0,1.2475192000274546
8,"d=5, e=4, |v|=1",1,94177347,sp,1,0,0.0,0.02767639997182414
8,"d=5, e=4, |v|=1",1,94177347,ges,1,0,0.0,0.08782630000496283
9,"d=5, e=4, |v|=2",1,526478978,cd_A_l0_0.0,1,1,0.0,1.6356014999910258
9,"d=5, e=4, |v|=2",1,526478978,cd_B_l0_0.0,1,1,0.0,0.9663540999754332
9,"d=5, e=4, |v|=2",1,526478978,cd_BOmega_l0_0.0,1,1,0.0,1.1076661000261083
9,"d=5, e=4, |v|=2",1,526478978,cd_A_l0_0.1,1,1,0.0,1.8192013000370935
9,"d=5, e=4, |v|=2",1,526478978,cd_B_l0_0.1,1,1,0.0,1.1779268000391312
9,"d=5, e=4, |v|=2",1,526478978,cd_BOmega_l0_0.1,1,1,0.0,1.254894899961073
9,"d=5, e=4, |v|=2",1,526478978,cd_A_l0_0.2,1,1,0.0,1.4973365999758244
9,"d=5, e=4, |v|=2",1,526478978,cd_B_l0_0.2,1,1,0.0,1.1554963999660686
9,"d=5, e=4, |v|=2",1,526478978,cd_BOmega_l0_0.2,1,1,0.0,1.3507284999941476
9,"d=5, e=4, |v|=2",1,526478978,sp,1,1,0.0,0.02126420004060492
9,"d=5, e=4, |v|=2",1,526478978,ges,1,1,0.0,0.07387279998511076
